Inventory_ID,ISO639P3code,Glottocode,phonemes,consonants,vowels,tones
1444,ksf,bafi1243,51,27,20,4
1445,laj,lang1324,40,18,20,2
1446,lks,kisa1263,38,24,10,4
1447,nuj,nyol1238,36,24,10,2
1448,wmw,mwan1247,26,21,5,0
1449,xkv,kgal1244,53,43,8,2
1450,boz,tiey1235,36,19,14,3
1451,alw,alab1254,62,52,10,0
1452,deg,dege1246,36,24,10,2
1453,bud,ntch1242,30,21,6,3
1454,pre,prin1242,31,22,7,2
1455,nko,nkon1248,34,20,14,0
1456,gru,sodd1242,41,34,7,0
1457,gru,kist1241,41,34,7,0
1458,mvz,mesq1240,41,34,7,0
1459,sgw,seba1251,42,34,8,0
1460,sgw,ezha1238,39,33,6,0
1461,sgw,chah1248,44,36,8,0
1462,sgw,gume1239,42,35,7,0
1463,sgw,seba1251,42,36,6,0
1464,sgw,seba1251,45,39,6,0
1465,ior,inor1238,47,40,7,0
1466,ior,inor1238,45,39,6,0
1467,ior,inor1238,45,39,6,0
1468,dnn,dzuu1241,55,26,26,3
1469,bmi,bagi1246,48,29,16,3
1470,niy,ngit1239,56,44,5,7
1471,ndh,ndal1241,31,17,10,4
1472,mym,meen1242,40,26,14,0
1473,nsg,ngas1238,31,22,9,0
1474,myb,mbay1241,44,22,19,3
1475,guk,gumu1244,44,34,10,0
1476,teu,sooo1256,28,18,10,0
1477,bcq,benc1235,56,46,5,5
1478,bcq,benc1235,40,29,5,6
1479,jnj,yems1235,40,25,10,5
1480,zay,zays1236,32,27,5,0
1481,gmv,gamo1243,36,26,10,0
1482,kqy,koor1239,61,51,10,0
1483,aiw,aari1239,36,26,10,0
1484,xom,komo1258,28,23,5,0
1485,udu,uduk1239,28,23,5,0
1486,lgn,opuu1239,25,20,5,0
1487,kmq,kwam1249,25,20,5,0
1488,mdm,mayo1261,46,33,10,3
1489,lsm,saam1283,34,20,10,4
1490,nnw,sout2795,60,38,18,4
1491,nde,nort2795,68,61,5,2
1492,sxw,saxw1241,38,24,12,2
1493,loh,nari1240,34,22,9,3
1494,bjg,bidy1244,25,18,7,0
1495,doy,domp1238,31,22,7,2
1496,bam,bamb1269,58,32,24,2
1497,hbn,heib1243,34,27,7,0
1498,kga,koya1253,43,29,12,2
1499,shw,shwa1239,38,25,10,3
1500,ttb,gaaa1245,34,22,9,3
1501,kua,kuan1247,33,26,5,2
1502,lnb,mbal1255,31,23,6,2
1503,kwm,kwam1251,37,29,6,2
1504,nne,ngan1300,37,30,5,2
1505,ndo,ndon1254,36,29,5,2
1506,ndo,ndon1254,36,29,5,2
1507,ndo,ndon1254,36,29,5,2
1508,xon,konk1269,38,21,14,3
1509,zag,zagh1240,33,21,9,3
1510,zwa,zayy1238,37,23,14,0
1511,zmx,bomi1238,28,16,10,2
1512,bbo,nort2819,37,21,13,3
1513,bez,bena1262,34,22,10,2
1514,gkp,guin1254,39,24,12,3
1515,kke,kaka1265,38,22,14,2
1516,llc,lele1266,28,19,7,2
1517,lom,loma1260,51,21,28,2
1518,mev,mann1248,39,22,14,3
1519,tye,kyen1242,37,22,12,3
1520,sho,shan1282,37,22,12,3
1521,abu,abur1243,38,20,14,4
1522,abb,bank1256,37,26,7,4
1523,afu,efut1241,50,30,18,2
1524,agq,aghe1239,49,28,19,2
1525,arv,arbo1245,59,49,10,0
1526,abi,abid1235,38,21,15,2
1527,adj,adio1239,32,21,7,4
1528,ahi,tiag1235,32,24,8,0
1529,ald,alla1248,36,23,11,2
1530,ahs,ashe1269,36,24,9,3
1531,zdj,ngaz1238,48,41,5,2
1532,ibe,akpe1248,34,21,10,3
1533,etx,eten1239,74,63,6,5
1534,nus,nuer1246,48,20,28,0
1535,gel,kagf1238,56,36,16,4
1536,idu,idom1241,75,47,23,5
1537,iri,irig1241,95,79,12,4
1538,izr,izer1241,39,27,7,5
1539,jer,jere1244,44,24,16,4
1540,agb,legb1242,53,38,12,3
1541,lgq,logb1245,35,25,7,3
1542,awn,awng1244,39,30,6,3
1543,glw,glav1244,43,34,7,2
1544,ahn,ahan1244,43,26,14,3
1545,aye,ayer1245,43,26,14,3
1546,rng,rong1268,69,64,5,0
1547,wni,ndzw1235,39,32,5,2
1548,biv,sout2790,52,25,27,0
1549,cwt,kuwa1246,34,20,10,4
1550,ati,atti1239,47,24,15,8
1551,aoa,ango1258,36,22,12,2
1552,hae,east2652,60,48,10,2
1553,pov,uppe1455,28,23,5,0
1554,bss,akoo1248,32,18,12,2
1555,bqz,baka1273,34,19,13,2
1556,bqz,baka1273,31,15,14,2
1557,bqz,baka1273,32,16,14,2
1558,mbo,mboc1235,35,19,14,2
1559,bsi,bass1260,34,20,12,2
1560,mbo,mboc1235,36,21,13,2
1561,lir,libe1240,36,24,12,0
1562,ggu,gagu1242,36,20,12,4
1563,eto,eton1253,38,21,15,2
1564,rcf,reun1238,42,30,12,0
1565,mls,nucl1440,45,31,10,4
1566,cri,saot1239,32,19,13,0
1567,tan,nucl1696,60,40,18,2
1568,suk,suku1261,57,38,14,5
1569,mfe,mori1278,30,21,9,0
1570,kri,krio1253,35,25,7,3
1571,ktu,kitu1246,22,15,5,2
1572,aks,akas1242,52,20,29,3
1573,bag,tuki1240,39,25,10,4
1574,bkc,baka1272,35,25,7,3
1575,bmv,bumm1238,47,37,7,3
1576,dbq,nucl1683,46,36,6,4
1577,gou,gava1241,55,47,5,3
1578,gde,gude1246,36,30,4,2
1579,lno,lang1322,32,16,10,6
1580,ahl,igoo1238,33,23,7,3
1581,kkj,kako1242,47,33,12,2
1582,knp,kwan1276,43,21,18,4
1583,mcu,came1252,35,20,11,4
1584,meq,mere1246,44,33,8,3
1585,mfi,wand1278,52,45,5,2
1586,coh,chon1287,47,40,5,2
1587,dig,digo1243,48,41,5,2
1588,dug,duru1249,47,40,5,2
1589,nyf,giry1241,47,40,5,2
1590,nyf,giry1241,47,40,5,2
1591,nyf,kamb1298,47,40,5,2
1592,nyf,kaum1238,47,40,5,2
1593,nyf,giry1241,47,40,5,2
1594,nyf,giry1241,47,40,5,2
1595,mlr,vame1236,46,38,5,3
1596,mmu,mmaa1238,34,23,9,2
1597,mpi,mpad1242,40,30,6,4
1598,mif,mofu1248,40,35,5,0
1599,mtk,mbee1250,57,48,7,2
1600,ncr,ncan1245,41,17,18,6
1601,nfu,mfum1238,89,74,10,5
1602,njy,njye1238,42,20,20,2
1603,box,buam1238,28,17,8,3
1604,ktf,kwam1250,40,28,10,2
1605,goa,guro1248,57,26,28,3
1606,kea,kabu1256,28,21,7,0
1607,nku,boun1243,46,27,17,2
1608,tsb,tsam1247,68,56,10,2
1609,tzm,cent2194,39,36,3,0
1610,siz,siwi1239,38,26,12,0
1611,ndj,ndam1239,24,19,5,0
1612,bva,bare1279,41,28,10,3
1613,bva,bare1279,29,16,10,3
1614,bva,bare1279,44,31,10,3
1615,bva,bare1279,44,32,10,2
1616,tbi,gaam1241,49,34,12,3
1617,mij,abar1238,36,24,8,4
1618,boe,mund1328,38,22,12,4
1619,muc,mbuu1238,39,26,10,3
1620,kid,kosh1246,37,23,11,3
1621,fak,fang1248,36,23,10,3
1622,knk,kura1250,54,26,28,0
1623,nie,niel1243,59,25,31,3
1624,gis,nort3047,37,29,3,5
1625,mgo,mogh1246,50,33,14,3
1626,bri,mokp1239,31,22,7,2
1627,sif,siam1242,41,22,14,5
1628,nnh,ngie1241,30,19,7,4
1629,yas,nugu1242,35,24,7,4
1630,nza,tigo1236,116,99,12,5
1631,orc,orma1241,33,23,10,0
1632,pny,piny1238,66,42,19,5
1633,pnz,pana1294,66,34,28,4
1634,atu,reel1238,63,20,40,3
1635,udl,wuzl1236,42,34,5,3
1636,les,lese1243,42,29,10,3
1637,neb,tour1242,39,21,14,4
1638,gwe,gwen1239,29,24,5,0
1639,suw,sumb1240,32,20,10,2
1640,zin,zinz1238,30,20,10,0
1641,mer,meru1245,27,17,10,0
1642,hka,kahe1238,32,22,10,0
1643,han,hang1260,35,23,10,2
1644,old,moch1256,25,20,5,0
1645,ssc,suba1252,39,23,14,2
1646,kya,kway1241,29,17,10,2
1647,www,wawa1246,49,30,16,3
1648,shi,tach1250,37,33,4,0
1649,tug,tuni1251,40,24,13,3
1650,sef,ceba1235,43,24,16,3
1651,flr,fuli1240,36,24,10,2
1652,sad,sand1273,64,44,15,5
1653,tvd,tsuv1239,55,28,24,3
1654,etu,ejag1239,29,19,7,3
1655,ybb,yemb1246,27,17,7,3
1656,bfj,bafa1249,59,26,30,3
1657,bji,burj1242,36,26,10,0
1658,blo,anii1245,36,23,11,2
1659,fip,fipa1238,35,20,14,1
1660,naw,nawu1242,40,29,9,2
1661,myo,anfi1235,48,38,10,0
1662,nto,ntom1248,30,23,7,0
1663,tbr,tumt1243,55,39,14,2
1664,uiv,iyiv1238,64,53,7,4
1665,btx,bata1293,24,16,8,0
1666,tgl,taga1270,24,19,5,0
1667,ssb,sout2918,23,17,6,0
1668,kqr,kima1244,23,18,5,0
1669,beg,bela1260,25,19,6,0
1670,ilo,ilok1237,23,17,6,0
1671,cjm,east2563,30,21,9,0
1672,mkm,mokl1243,46,19,27,0
1673,mwt,moke1242,38,20,18,0
1674,nia,nias1242,25,19,6,0
1675,jav,java1254,33,24,9,0
1676,blf,buol1237,23,17,6,0
1677,mak,maka1311,23,18,5,0
1678,xmz,mori1268,27,22,5,0
1679,xbr,kamb1299,29,19,10,0
1680,tet,tetu1245,18,13,5,0
1681,lti,leti1246,22,10,12,0
1682,mky,east2440,23,18,5,0
1683,bhw,biak1248,19,14,5,0
1684,abs,ambo1250,23,18,5,0
1685,bpq,band1353,23,18,5,0
1686,xmm,mala1481,25,19,6,0
1687,mkn,kupa1239,25,19,6,0
1688,lrt,lara1260,25,19,6,0
1689,max,nort2828,27,21,6,0
1690,ind,indo1316,31,23,8,0
1691,mad,nucl1460,35,27,8,0
1692,ceb,cebu1242,21,18,3,0
1693,ban,bali1278,24,18,6,0
1694,bug,bugi1244,25,19,6,0
1695,bcl,cent2087,28,23,5,0
1696,hil,hili1240,25,20,5,0
1697,pam,pamp1243,22,17,5,0
1698,min,mina1268,33,23,10,0
1699,pag,pang1290,21,16,5,0
1700,tes,teng1272,42,20,22,0
1701,mrr,abuj1237,39,22,17,0
1702,apq,apuc1241,35,25,10,0
1703,njm,anga1288,49,38,6,5
1704,njo,aona1235,35,24,8,3
1705,apt,apat1240,40,24,13,3
1706,asm,assa1263,37,22,15,0
1707,awa,awad1243,45,37,8,0
1708,bfq,bada1257,38,25,13,0
1709,bft,balt1258,53,35,18,0
1710,lmn,lamb1269,34,24,10,0
1711,ben,beng1280,48,34,14,0
1712,bhb,bhil1251,62,35,27,0
1713,unr,mund1320,54,33,21,0
1714,bwo,boro1277,32,22,8,2
1715,bkk,brok1247,56,41,15,0
1716,bns,bund1253,55,38,17,0
1717,cdn,chau1259,42,34,8,0
1718,nri,chok1243,39,34,5,0
1719,drd,darm1243,42,34,8,0
1720,gaq,gata1239,38,24,14,0
1721,gda,gade1236,50,31,19,0
1722,adl,galo1242,29,17,12,0
1723,grt,garo1247,21,16,5,0
1724,gju,guja1253,57,35,19,3
1725,guj,guja1252,60,35,25,0
1726,gbj,bodo1267,40,21,19,0
1727,hlb,halb1244,42,29,13,0
1728,hin,hind1269,58,37,21,0
1729,hoc,hooo1248,43,24,19,0
1730,iru,irul1243,52,31,21,0
1731,jns,jaun1243,51,34,17,0
1732,jun,juan1238,36,24,12,0
1733,xnr,kang1280,41,29,12,0
1734,kan,nucl1305,47,36,11,0
1735,saz,saur1248,42,32,10,0
1736,mjw,karb1241,42,28,11,3
1737,iru,irul1243,30,23,7,0
1738,kas,kash1277,56,28,28,0
1739,xuj,jenn1240,33,26,7,0
1740,khr,khar1287,45,31,14,0
1741,kha,khas1269,40,27,13,0
1742,nkh,khez1235,53,42,8,3
1743,kfa,koda1255,52,27,25,0
1744,kfb,nort2699,34,21,13,0
1745,kfc,kond1295,43,23,20,0
1746,gau,mudh1235,31,19,12,0
1747,knn,konk1267,45,35,10,0
1748,kfd,korr1238,34,21,13,0
1749,kfq,kork1243,37,26,11,0
1750,kfe,kota1263,41,26,15,0
1751,kff,koya1251,31,21,10,0
1752,kxu,kuii1252,39,20,19,0
1753,kfy,kuma1273,42,31,11,0
1754,kru,kuru1302,56,31,25,0
1755,kxv,kuvi1243,47,28,19,0
1756,lbj,lada1244,45,37,8,0
1757,lmn,lamb1269,48,30,18,0
1758,lep,lepc1244,36,26,10,0
1759,njh,loth1237,46,35,8,3
1760,lus,lush1249,43,33,6,4
1761,mai,mait1250,42,34,8,0
1762,mal,mala1464,43,30,13,0
1763,mjt,saur1249,34,24,10,0
1764,mni,mani1292,38,27,8,3
1765,nbi,maon1238,30,20,6,4
1766,mar,mara1378,55,42,13,0
1767,mxj,miju1243,54,34,16,4
1768,mrg,miny1240,46,34,9,3
1769,nmo,moyo1238,40,24,13,3
1770,unr,mund1320,39,21,18,0
1771,nit,naik1250,46,36,10,0
1772,npi,nepa1254,47,35,12,0
1773,ncb,cent1990,35,16,19,0
1774,gdb,pott1240,34,22,12,0
1775,ory,oriy1255,43,31,12,0
1776,pck,pait1244,30,19,6,5
1777,pci,duru1236,31,21,10,0
1778,lae,patt1248,44,38,6,0
1779,peg,peng1244,32,22,10,0
1780,pan,panj1256,54,32,19,3
1781,bfw,bond1245,40,27,13,0
1782,san,sans1269,45,37,8,0
1783,sat,sant1410,46,35,11,0
1784,nsm,sumi1235,49,35,11,3
1785,scl,shin1264,48,35,13,0
1786,snd,sind1272,61,41,20,0
1787,srb,sora1254,31,21,10,0
1788,tam,tami1289,43,32,11,0
1789,nmf,tang1336,40,27,13,0
1790,nst,tase1235,29,23,6,0
1791,tel,telu1262,51,40,11,0
1792,tcz,thad1238,34,23,8,3
1793,tcx,toda1252,53,38,15,0
1794,trp,kokb1239,34,25,9,0
1795,tcy,tulu1258,35,23,12,0
1796,url,ural1274,46,26,20,0
1797,urd,urdu1245,54,35,19,0
1798,vaa,vaag1238,37,23,14,0
1799,yea,ravu1237,39,23,16,0
1800,yeu,yeru1240,38,20,18,0
1801,alc,qawa1238,24,18,6,NA
1802,arn,mapu1245,28,22,6,NA
1803,aca,acha1250,29,19,10,NA
1804,apu,apur1254,34,14,20,NA
1805,arw,araw1276,21,16,5,NA
1806,cni,asha1243,22,14,8,NA
1807,cpc,ajyi1238,26,20,6,NA
1808,prq,ashe1272,28,18,10,NA
1809,cpu,pich1237,30,22,8,NA
1810,cpb,ucay1237,32,24,8,NA
1811,bwi,bani1255,24,16,8,NA
1812,bwi,bani1255,26,18,8,NA
1813,bae,bare1276,23,19,4,NA
1814,cbb,cabi1241,17,12,5,NA
1815,cot,caqu1242,27,19,8,NA
1816,ccc,cham1318,29,19,10,NA
1817,kpc,curr1243,29,25,4,NA
1818,unk,enaw1238,25,13,12,NA
1819,inp,inap1243,31,13,18,NA
1820,gqn,guan1270,23,13,10,NA
1821,mpd,mach1268,18,13,5,NA
1822,mcb,mach1267,27,18,9,NA
1823,mmh,mehi1240,23,13,10,NA
1824,cox,nant1250,27,18,9,NA
1825,not,noma1263,25,16,9,NA
1826,plu,pali1279,24,14,10,NA
1827,pbg,para1316,25,13,12,NA
1828,pab,pare1272,19,15,4,NA
1829,pio,piap1246,19,15,4,NA
1830,rgr,resi1247,37,32,5,NA
1831,tae,tari1256,38,23,15,NA
1832,ter,tere1279,23,13,10,NA
1833,wap,wapi1253,22,18,4,NA
1834,gae,guar1293,25,17,8,NA
1835,wau,waur1244,26,16,10,NA
1836,guc,wayu1243,20,14,6,NA
1837,xir,xiri1243,24,19,5,NA
1838,ame,yane1238,33,24,9,NA
1839,yvt,yavi1244,21,17,4,NA
1840,yaw,yawa1261,21,17,4,NA
1841,pib,yine1238,26,16,10,NA
1842,ycn,yucu1253,21,16,5,NA
1843,brg,baur1253,18,14,4,NA
1844,ign,igna1246,19,15,4,NA
1845,dny,deni1241,22,18,4,NA
1846,jaa,jama1261,16,12,4,NA
1847,jaa,jama1261,19,11,8,NA
1848,cul,culi1244,21,17,4,NA
1849,pad,paum1247,28,22,6,NA
1850,swx,suru1263,23,18,5,NA
1851,ayr,cent2142,32,26,6,NA
1852,jqr,jaqa1244,42,36,6,NA
1853,kwi,awac1239,26,16,10,NA
1854,cbi,chac1249,27,23,4,NA
1855,gum,guam1248,25,20,5,NA
1856,cof,colo1256,26,16,10,NA
1857,boa,bora1263,41,29,12,NA
1858,boa,mira1254,31,17,14,NA
1859,bmr,muin1242,28,22,6,NA
1860,jeb,jebe1250,21,17,4,NA
1861,cbt,chay1248,18,14,4,NA
1862,ako,akur1238,24,10,14,NA
1863,apy,apal1257,24,12,12,NA
1864,aap,para1310,17,11,6,NA
1865,bkq,baka1277,30,16,14,NA
1866,bkq,baka1277,28,16,12,NA
1867,car,gali1262,17,11,6,NA
1868,car,gali1262,15,9,6,NA
1869,car,gali1262,15,9,6,NA
1870,cbd,cari1279,21,14,7,NA
1871,hix,hixk1239,23,18,5,NA
1872,txi,ikpe1245,18,12,6,NA
1873,ake,akaw1239,21,10,11,NA
1874,jru,japr1238,20,14,6,NA
1875,kbb,kaxu1237,18,12,6,NA
1876,kui,kuik1246,26,14,12,NA
1877,mbc,macu1259,22,10,12,NA
1878,mcg,mapo1246,19,12,7,NA
1879,mch,maqu1238,26,12,14,NA
1880,pbh,enap1235,20,13,7,NA
1881,aoc,pemo1248,21,10,11,NA
1882,aoc,pemo1248,17,10,7,NA
1883,pev,pemo1245,19,12,7,NA
1884,tri,trio1238,24,10,14,NA
1885,atr,waim1253,27,16,11,NA
1886,waw,waiw1244,20,14,6,NA
1887,way,waya1269,16,9,7,NA
1888,yar,yaba1248,18,11,7,NA
1889,orw,orow1243,18,12,6,NA
1890,pav,wari1268,21,15,6,NA
1891,arh,arhu1242,21,15,6,NA
1892,mot,bari1297,22,10,12,NA
1893,chb,chib1270,22,16,6,NA
1894,cbg,chim1309,36,16,20,NA
1895,con,cofa1242,37,27,10,NA
1896,kog,cogu1240,36,24,12,NA
1897,kvn,bord1248,24,19,5,NA
1898,mbp,mala1522,27,20,7,NA
1899,tuf,cent2150,19,14,5,NA
1900,noa,woun1238,33,19,14,NA
1901,bdc,embe1259,33,21,12,NA
1902,cto,embe1260,31,19,12,NA
1903,cmi,embe1262,28,16,12,NA
1904,emp,nort2972,32,20,12,NA
1905,sja,epen1239,38,17,21,NA
1906,pue,puel1244,36,29,7,NA
1907,ona,onaa1245,29,21,8,NA
1908,teh,tehu1242,31,25,6,NA
1909,cod,coca1259,16,11,5,NA
1910,cui,cuib1242,25,17,8,NA
1911,guh,guah1255,35,17,18,NA
1912,guo,guay1257,22,16,6,NA
1913,mbn,maca1259,22,16,6,NA
1914,axb,abip1241,23,13,10,NA
1915,kbc,kadi1248,31,23,8,NA
1916,moc,moco1246,29,21,8,NA
1917,plg,pila1245,22,18,4,NA
1918,tob,toba1269,26,18,8,NA
1919,tob,toba1269,28,20,8,NA
1920,amr,amar1274,33,15,18,NA
1921,cht,chol1284,20,15,5,NA
1922,ano,ando1256,35,11,24,NA
1923,ash,abis1238,27,17,10,NA
1924,kbh,cams1241,27,21,6,NA
1925,cbu,cand1248,27,21,6,NA
1926,cyb,cayu1262,33,17,16,NA
1927,irn,iran1263,43,21,22,NA
1928,ito,iton1250,25,19,6,NA
1929,lec,leco1242,30,24,6,NA
1930,lul,olub1238,21,16,5,NA
1931,omc,moch1259,32,20,12,NA
1932,mzp,movi1243,29,19,10,NA
1933,myr,muni1258,27,22,5,NA
1934,pbb,paez1247,49,33,16,NA
1935,pui,puin1248,19,8,11,NA
1936,trr,taus1253,17,12,5,NA
1937,tca,ticu1245,33,15,18,NA
1938,tit,tini1245,40,22,18,NA
1939,tpy,trum1247,29,23,6,NA
1940,ura,urar1246,21,16,5,NA
1941,vil,vile1241,29,24,5,NA
1942,auc,waor1240,32,12,20,NA
1943,wba,wara1303,16,11,5,NA
1944,yag,yama1264,20,15,5,NA
1945,yuz,yura1255,25,18,7,NA
1946,acu,achu1248,27,15,12,NA
1947,agr,agua1253,20,12,8,NA
1948,hub,huam1247,23,15,8,NA
1949,jiv,shua1257,21,13,8,NA
1950,cbv,cacu1241,26,21,5,NA
1951,mbr,nuka1242,24,12,12,NA
1952,kav,nucl1668,20,12,8,NA
1953,apn,apin1244,34,17,17,NA
1954,ark,arik1265,25,11,14,NA
1955,bor,boro1282,22,15,7,NA
1956,ram,cane1242,29,13,16,NA
1957,cax,chiq1248,26,14,12,NA
1958,gvp,para1315,21,11,10,NA
1959,gta,guat1253,25,17,8,NA
1960,jbt,djeo1235,24,14,10,NA
1961,kgp,kain1272,16,11,5,NA
1962,kpj,kara1500,24,9,15,NA
1963,txu,kaya1330,33,16,17,NA
1964,xra,krah1246,46,12,34,NA
1965,kqq,kren1239,35,22,13,NA
1966,xri,krik1239,26,11,15,NA
1967,mbl,maxa1247,20,10,10,NA
1968,opy,ofay1240,24,14,10,NA
1969,kre,pana1307,26,11,15,NA
1970,gvp,para1315,26,10,16,NA
1971,prr,puri1262,18,12,6,NA
1972,rkb,rikb1245,28,14,14,NA
1973,suy,suya1243,28,13,15,NA
1974,suy,suya1243,31,15,16,NA
1975,umo,umot1240,20,12,8,NA
1976,xav,xava1240,24,11,13,NA
1977,xer,xere1240,27,13,14,NA
1978,xok,xokl1240,37,19,18,NA
1979,fun,fuln1247,33,21,12,NA
1980,zkp,saop1235,27,13,14,NA
1981,crq,iyow1239,21,16,5,NA
1982,mca,maca1260,32,22,10,NA
1983,cag,niva1238,28,22,6,NA
1984,mtp,wich1262,28,23,5,NA
1985,caw,call1235,32,26,6,NA
1986,cas,mose1249,39,23,16,NA
1987,cas,mose1249,41,23,18,NA
1988,cas,mose1249,41,23,18,NA
1989,myp,pira1253,11,8,3,NA
1990,kwa,daww1239,39,24,15,NA
1991,jup,hupd1244,34,19,15,NA
1992,mbj,nade1244,34,17,17,NA
1993,yab,yuhu1238,35,20,15,NA
1994,nab,khit1238,31,13,18,NA
1995,ltn,latu1238,28,12,16,NA
1996,wmd,mama1278,34,14,20,NA
1997,sae,saba1268,16,11,5,NA
1998,amc,amah1246,23,15,8,NA
1999,mcd,shar1245,22,14,8,NA
2000,kaq,capa1241,24,16,8,NA
2001,cbr,cash1251,21,15,6,NA
2002,cao,chac1251,20,16,4,NA
2003,cbs,cash1254,23,15,8,NA
2004,knt,pano1254,19,15,4,NA
2005,ktx,kaxa1239,20,15,5,NA
2006,xor,koru1247,20,14,6,NA
2007,mpq,mati1255,21,15,6,NA
2008,mcf,mats1244,21,15,6,NA
2009,nuc,nuku1263,20,14,6,NA
2010,pno,pano1255,18,14,4,NA
2011,pyn,poya1241,21,14,7,NA
2012,sya,sian1254,17,13,4,NA
2013,sha,shal1242,18,14,4,NA
2014,mcd,shar1245,23,15,8,NA
2015,shp,ship1255,24,16,8,NA
2016,yaa,yami1256,22,14,8,NA
2017,ywn,yawa1260,19,15,4,NA
2018,mts,yora1241,22,14,8,NA
2019,yad,yagu1244,23,11,12,NA
2020,yme,yame1242,18,10,8,NA
2021,qwa,coro1247,24,18,6,NA
2022,qvc,caja1238,22,19,3,NA
2023,quk,chac1250,18,15,3,NA
2024,quz,cusc1236,31,26,5,NA
2025,quf,lamb1276,19,16,3,NA
2026,qvi,imba1240,20,17,3,NA
2027,inb,inga1252,22,19,3,NA
2028,inj,jung1240,16,13,3,NA
2029,qxw,jauj1238,22,16,6,NA
2030,qvn,nort2980,25,19,6,NA
2031,qvn,nort2980,25,19,6,NA
2032,quy,ayac1239,17,14,3,NA
2033,qul,nort2976,28,25,3,NA
2034,qub,hual1241,22,16,6,NA
2035,qxn,nort2979,23,17,6,NA
2036,qvs,sanm1289,18,15,3,NA
2037,qvn,nort2980,22,19,3,NA
2038,qus,sant1432,25,20,5,NA
2039,qvo,napo1242,23,20,3,NA
2040,qxl,sala1272,26,23,3,NA
2041,quw,tena1240,24,21,3,NA
2042,pid,piar1243,30,23,7,NA
2043,slc,sali1298,30,20,10,NA
2044,aro,arao1248,23,19,4,NA
2045,cav,cavi1250,24,20,4,NA
2046,ese,esee1248,21,17,4,NA
2047,ese,esee1248,22,18,4,NA
2048,rey,reye1240,22,18,4,NA
2049,tna,taca1256,22,18,4,NA
2050,bsn,bara1380,17,11,6,NA
2051,cub,cube1242,17,11,6,NA
2052,des,desa1247,18,12,6,NA
2053,gvc,guan1269,28,16,12,NA
2054,cbc,cara1272,23,11,12,NA
2055,coe,kore1283,30,18,12,NA
2056,myy,macu1260,22,10,12,NA
2057,ore,orej1242,20,14,6,NA
2058,pir,pira1254,24,12,12,NA
2059,sey,seco1241,26,14,12,NA
2060,snn,sion1247,30,18,12,NA
2061,sri,siri1274,23,11,12,NA
2062,tnc,tani1257,21,11,10,NA
2063,tav,tatu1247,17,11,6,NA
2064,tuo,tuca1252,27,15,12,NA
2065,tue,tuyu1244,23,11,12,NA
2066,bao,waim1255,22,10,12,NA
2067,yui,yuru1263,17,11,6,NA
2068,guq,ache1246,34,22,12,NA
2069,aqz,akun1241,22,11,11,NA
2070,adw,amun1246,26,14,12,NA
2071,api,apia1248,22,12,10,NA
2072,awt,araw1273,21,12,9,NA
2073,asn,xing1248,27,16,11,NA
2074,asu,toca1235,16,11,5,NA
2075,avv,avac1239,24,12,12,NA
2076,awe,awet1244,26,14,12,NA
2077,gui,east2555,24,12,12,NA
2078,gui,east2555,24,12,12,NA
2079,eme,emer1243,30,16,14,NA
2080,gvo,gavi1246,29,19,10,NA
2081,gvj,guaj1256,24,12,12,NA
2082,gub,guaj1255,22,15,7,NA
2083,gun,mbya1239,26,14,12,NA
2084,gug,para1311,30,18,12,NA
2085,gyr,guar1292,26,14,12,NA
2086,jua,juma1249,24,12,12,NA
2087,jur,juru1256,28,18,10,NA
2088,urb,urub1250,26,15,11,NA
2089,kgk,kaiw1246,26,14,12,NA
2090,kay,kama1373,26,14,12,NA
2091,ktn,kari1311,31,11,20,NA
2092,arr,karo1306,25,14,11,NA
2093,kyz,kaya1329,26,14,12,NA
2094,kyr,kuru1309,28,18,10,NA
2095,mpu,maku1278,20,10,10,NA
2096,myu,mund1330,37,17,20,NA
2097,yrl,nhen1239,23,19,4,NA
2098,omg,omag1248,18,13,5,NA
2099,pta,pait1247,27,15,12,NA
2100,pak,para1312,17,12,5,NA
2101,skf,saki1248,26,16,10,NA
2102,mav,sate1243,27,12,15,NA
2103,sru,suru1262,29,19,10,NA
2104,tpj,tapi1253,27,15,12,NA
2105,taf,tapi1254,23,13,10,NA
2106,tqb,temb1276,21,14,7,NA
2107,pah,tenh1241,26,14,12,NA
2108,tpr,tupa1250,29,14,15,NA
2109,tpn,tupi1273,25,13,12,NA
2110,urz,urue1240,26,14,12,NA
2111,oym,waya1270,25,14,11,NA
2112,oym,waya1270,26,14,12,NA
2113,xet,xeta1241,24,13,11,NA
2114,xiy,xipa1240,23,14,9,NA
2115,pto,zoee1240,26,14,12,NA
2116,srq,siri1273,30,18,12,NA
2117,yuq,yuqu1240,40,20,20,NA
2118,tba,aika1237,25,15,10,NA
2119,axg,mato1253,33,19,14,NA
2120,yau,yuwa1244,35,21,14,NA
2121,kxo,kano1245,26,12,14,NA
2122,kzw,kari1255,21,14,7,NA
2123,kuz,kunz1244,33,23,10,NA
2124,xwa,kwaz1243,35,19,16,NA
2125,yae,pume1238,38,23,15,NA
2126,cap,chip1262,51,41,10,NA
2127,ure,uruu1244,33,23,10,NA
2128,hto,mini1256,24,18,6,NA
2129,huu,muru1274,20,14,6,NA
2130,noj,nonu1241,26,20,6,NA
2131,oca,ocai1244,35,26,9,NA
2132,shb,nina1238,18,12,6,NA
2133,xsu,sanu1240,24,11,13,NA
2134,wca,yano1262,20,13,7,NA
